Country,Year,Daily_Cigarettes,Percentage_Male_Smokers,Percentage_Female_Smokers,Percentage_Total_Smokers,Smokers_Total,Smokers_Female,Smokers_Male,Region
Sri Lanka,2008,8.2,11.6,22.8,0.9,1778265,73069,1705196,Asia
Sri Lanka,2009,8.2,11.7,23.1,0.9,1808389,74522,1733866,Asia
Sri Lanka,2010,8.1,11.8,23.4,1.0,1840304,76314,1763990,Asia
Sri Lanka,2011,8.0,11.9,23.6,1.0,1871272,78392,1792881,Asia
Sri Lanka,2012,7.9,12.0,23.9,1.0,1902234,80851,1821383,Asia
Sudan,1980,16.9,5.7,9.9,1.6,586957,82393,504564,Africa
Sudan,1981,16.8,5.7,9.9,1.6,608057,85297,522760,Africa
Sudan,1982,16.7,5.7,9.9,1.6,630909,88212,542696,Africa
Sudan,1983,16.6,5.7,9.9,1.6,655373,91637,563736,Africa
Sudan,1984,16.4,5.8,10.0,1.6,679516,95269,584247,Africa
Sudan,1985,16.1,5.8,10.0,1.6,702593,98957,603635,Africa
Sudan,1986,15.9,5.8,10.0,1.6,725316,102761,622555,Africa
Sudan,1987,15.7,5.8,10.0,1.6,746415,106060,640355,Africa
Sudan,1988,15.4,5.8,9.9,1.6,766102,109043,657060,Africa
Sudan,1989,15.2,5.7,9.9,1.6,786335,111878,674457,Africa
Sudan,1990,14.8,5.7,9.9,1.6,809594,115223,694372,Africa
Sudan,1991,14.3,5.7,9.9,1.6,836860,119001,717860,Africa
Sudan,1992,13.7,5.7,9.9,1.6,865424,122794,742630,Africa
Sudan,1993,13.2,5.7,9.9,1.6,893967,126750,767217,Africa
Sudan,1994,12.7,5.7,9.9,1.6,922298,130656,791642,Africa
Sudan,1995,12.5,5.7,9.8,1.6,950221,134682,815540,Africa
Sudan,1996,12.4,5.7,9.8,1.6,977342,138701,838641,Africa
Sudan,1997,12.6,5.7,9.8,1.6,1003529,142426,861103,Africa
Sudan,1998,12.9,5.7,9.8,1.6,1030297,145944,884353,Africa
Sudan,1999,13.2,5.7,9.8,1.6,1058571,149456,909114,Africa
Sudan,2000,13.5,5.6,9.7,1.6,1087710,152850,934861,Africa
Sudan,2001,13.8,5.6,9.7,1.6,1116860,156032,960828,Africa
Sudan,2002,14.2,5.6,9.7,1.5,1145727,159202,986526,Africa
Sudan,2003,14.5,5.6,9.7,1.5,1177466,163282,1014184,Africa
Sudan,2004,14.7,5.6,9.7,1.5,1212392,168119,1044274,Africa
Sudan,2005,15.1,5.6,9.7,1.5,1250359,173753,1076605,Africa
Sudan,2006,15.4,5.6,9.7,1.5,1291343,179913,1111430,Africa
Sudan,2007,15.8,5.6,9.7,1.5,1335073,186241,1148831,Africa
Sudan,2008,16.1,5.6,9.7,1.6,1382032,193047,1188985,Africa
Sudan,2009,16.4,5.6,9.7,1.6,1429447,199541,1229906,Africa
Sudan,2010,16.8,5.6,9.7,1.5,1475574,204650,1270924,Africa
Sudan,2011,17.2,5.6,9.7,1.5,1523903,210203,1313700,Africa
Sudan,2012,17.4,5.6,9.7,1.5,1573706,216948,1356758,Africa
Suriname,1980,129.3,6.1,9.9,2.2,13337,2430,10908,South America
Suriname,1981,126.7,6.1,9.9,2.2,13734,2500,11234,South America
Suriname,1982,124.4,6.2,10.0,2.3,14102,2568,11534,South America
Suriname,1983,122.7,6.2,10.1,2.3,14467,2636,11831,South America
Suriname,1984,121.4,6.3,10.1,2.3,14841,2704,12137,South America
Suriname,1985,120.1,6.3,10.2,2.3,15206,2770,12436,South America
Suriname,1986,119.2,6.3,10.2,2.3,15592,2839,12754,South America
Suriname,1987,119.1,6.3,10.2,2.3,16019,2914,13106,South America
Suriname,1988,118.8,6.3,10.2,2.3,16418,2988,13430,South America
Suriname,1989,118.4,6.3,10.2,2.3,16800,3062,13738,South America
Suriname,1990,118.7,6.4,10.3,2.3,17236,3140,14095,South America
Suriname,1991,118.9,6.4,10.3,2.3,17627,3215,14413,South America
Suriname,1992,119.0,6.4,10.4,2.4,18029,3305,14724,South America
Suriname,1993,119.9,6.5,10.5,2.4,18481,3399,15082,South America
Suriname,1994,120.7,6.5,10.5,2.4,18891,3487,15404,South America
Suriname,1995,121.4,6.5,10.6,2.4,19282,3569,15713,South America
Suriname,1996,121.7,6.5,10.6,2.4,19608,3637,15971,South America
Suriname,1997,121.9,6.5,10.5,2.4,19798,3669,16129,South America
Suriname,1998,121.9,6.4,10.4,2.4,19979,3701,16278,South America
Suriname,1999,122.0,6.4,10.3,2.4,20272,3745,16526,South America
Suriname,2000,121.9,6.4,10.3,2.4,20609,3795,16815,South America
Suriname,2001,121.2,6.4,10.4,2.4,20978,3858,17120,South America
Suriname,2002,120.0,6.4,10.4,2.3,21333,3919,17414,South America
Suriname,2003,118.5,6.4,10.4,2.3,21660,3980,17680,South America
Suriname,2004,117.0,6.4,10.4,2.3,21966,4044,17922,South America
Suriname,2005,115.4,6.3,10.3,2.3,22216,4105,18110,South America
Suriname,2006,113.9,6.3,10.3,2.3,22460,4172,18287,South America
Suriname,2007,112.6,6.3,10.3,2.3,22676,4232,18444,South America
Suriname,2008,111.4,6.3,10.2,2.3,22880,4285,18595,South America
Suriname,2009,110.5,6.2,10.2,2.3,23093,4334,18758,South America
Suriname,2010,109.8,6.2,10.1,2.3,23289,4378,18911,South America
Suriname,2011,109.2,6.2,10.1,2.3,23469,4420,19048,South America
Suriname,2012,108.9,6.1,10.0,2.3,23631,4457,19174,South America
Swaziland,1980,20.9,6.1,10.8,2.2,18771,3775,14996,
Swaziland,1981,20.7,6.0,10.7,2.2,19200,3876,15324,
Swaziland,1982,20.4,6.0,10.7,2.2,19624,3975,15648,
Swaziland,1983,20.2,6.0,10.6,2.2,20090,4087,16003,
Swaziland,1984,19.9,5.9,10.6,2.2,20645,4215,16429,
Swaziland,1985,19.7,5.9,10.6,2.2,21306,4364,16941,
Swaziland,1986,19.6,5.9,10.5,2.2,22107,4542,17564,
Swaziland,1987,19.8,5.8,10.5,2.2,23040,4747,18293,
Swaziland,1988,20.0,5.8,10.4,2.1,24046,4963,19083,
Swaziland,1989,20.3,5.8,10.4,2.1,25072,5168,19903,
Swaziland,1990,20.6,5.8,10.4,2.1,26062,5347,20715,
Swaziland,1991,20.9,5.9,10.5,2.2,26995,5495,21500,
Swaziland,1992,21.2,5.9,10.5,2.2,27890,5623,22268,
Swaziland,1993,21.5,6.0,10.5,2.2,28774,5743,23031,
Swaziland,1994,21.9,6.0,10.6,2.2,29673,5879,23793,
Swaziland,1995,22.4,6.1,10.6,2.2,30622,6048,24574,
Swaziland,1996,23.1,6.1,10.5,2.2,31645,6246,25399,
Swaziland,1997,23.9,6.1,10.5,2.2,32656,6296,26360,
Swaziland,1998,24.8,6.1,10.5,2.2,33694,6398,27296,
Swaziland,1999,25.8,6.0,10.5,2.1,34667,6507,28160,
Swaziland,2000,26.9,6.0,10.5,2.1,35562,6601,28960,
Swaziland,2001,27.9,6.0,10.5,2.1,36356,6661,29695,
Swaziland,2002,28.8,6.1,10.5,2.1,37113,6686,30426,
Swaziland,2003,29.8,6.1,10.7,2.0,38014,6682,31332,
Swaziland,2004,30.6,6.2,10.9,2.0,39201,6528,32673,
Swaziland,2005,31.3,6.3,11.2,1.9,40763,6458,34305,
Swaziland,2006,32.0,6.5,11.5,1.9,42623,6479,36145,
Swaziland,2007,32.6,6.6,11.8,1.9,44724,6595,38129,
Swaziland,2008,33.3,6.8,12.0,1.9,46879,6882,39996,
Swaziland,2009,34.1,6.9,12.2,2.0,49074,7204,41870,
Swaziland,2010,34.7,7.0,12.4,2.0,51298,7516,43782,
Swaziland,2011,35.4,7.2,12.6,2.0,53451,7829,45622,
Swaziland,2012,35.9,7.3,12.8,2.1,55510,8131,47378,
Sweden,1980,16.1,27.7,29.9,25.6,1852265,869568,982697,Europe
Sweden,1981,16.1,27.0,29.1,25.0,1815367,856400,958968,Europe
Sweden,1982,16.1,26.4,28.3,24.6,1784557,847642,936915,Europe
Sweden,1983,16.1,26.0,27.5,24.5,1762279,846874,915405,Europe
Sweden,1984,15.8,25.8,26.9,24.7,1756288,857279,899010,Europe
Sweden,1985,15.4,25.8,26.5,25.1,1759785,873623,886162,Europe
Sweden,1986,15.0,25.7,26.1,25.4,1766547,889075,877473,Europe
Sweden,1987,14.6,25.6,25.8,25.5,1767414,897907,869507,Europe
Sweden,1988,14.3,25.5,25.5,25.5,1765884,902029,863855,Europe
Sweden,1989,14.0,25.2,25.1,25.4,1760880,903364,857516,Europe
Sweden,1990,13.8,25.0,24.7,25.2,1752794,903686,849107,Europe
Sweden,1991,13.7,24.6,24.1,25.1,1735991,902129,833862,Europe
Sweden,1992,13.8,24.2,23.5,24.9,1713185,899606,813579,Europe
Sweden,1993,14.0,23.7,22.6,24.7,1679788,893658,786130,Europe
Sweden,1994,14.2,23.1,21.7,24.4,1643800,886809,756990,Europe
Sweden,1995,14.6,22.3,20.7,23.9,1599264,872632,726632,Europe
Sweden,1996,15.0,21.5,19.8,23.2,1544887,849374,695513,Europe
Sweden,1997,15.5,20.7,18.9,22.4,1485756,820609,665147,Europe
Sweden,1998,16.0,19.9,18.1,21.7,1434473,795866,638607,Europe
Sweden,1999,16.5,19.3,17.4,21.1,1389968,775573,614395,Europe
Sweden,2000,17.0,18.6,16.6,20.4,1343329,753908,589421,Europe
Sweden,2001,17.6,17.8,15.7,19.7,1290626,729026,561600,Europe
Sweden,2002,18.5,16.8,14.8,18.8,1229377,699706,529672,Europe
Sweden,2003,19.7,15.7,13.7,17.7,1154969,660666,494303,Europe
Sweden,2004,21.1,14.6,12.7,16.5,1082624,621282,461342,Europe
Sweden,2005,22.3,13.7,11.9,15.5,1024559,588500,436060,Europe
Sweden,2006,23.2,13.1,11.4,14.8,987405,564825,422580,Europe
Sweden,2007,23.6,12.8,11.2,14.3,970927,552521,418406,Europe
Sweden,2008,23.9,12.6,11.1,14.1,969294,547867,421427,Europe
Sweden,2009,23.8,12.7,11.3,14.1,987301,553724,433577,Europe
Sweden,2010,23.5,13.0,11.6,14.2,1012936,562305,450630,Europe
Sweden,2011,23.0,13.2,12.0,14.4,1042500,573622,468878,Europe
Sweden,2012,22.5,13.6,12.4,14.7,1074390,587802,486589,Europe
Switzerland,1980,28.9,27.7,33.9,21.9,1402529,577903,824625,Europe
Switzerland,1981,29.1,27.4,33.5,21.8,1407909,581721,826188,Europe
Switzerland,1982,29.4,27.3,33.1,22.0,1419807,592110,827696,Europe
Switzerland,1983,29.5,27.3,32.7,22.3,1431835,606544,825291,Europe
Switzerland,1984,29.5,27.2,32.2,22.6,1439057,619151,819906,Europe
Switzerland,1985,29.4,27.1,31.7,22.8,1444237,630205,814032,Europe
Switzerland,1986,29.1,27.1,31.4,23.1,1455449,641979,813470,Europe
Switzerland,1987,28.5,27.3,31.5,23.4,1481925,657582,824343,Europe
Switzerland,1988,27.7,27.6,31.7,23.8,1510125,672718,837407,Europe
Switzerland,1989,26.9,27.8,31.9,24.1,1534464,685496,848968,Europe
Switzerland,1990,26.1,28.0,32.0,24.2,1556392,696529,859863,Europe
Switzerland,1991,25.4,28.3,32.2,24.5,1589653,712822,876831,Europe
Switzerland,1992,24.8,28.6,32.5,24.9,1623806,729947,893860,Europe
Switzerland,1993,24.2,29.1,33.0,25.4,1663377,751382,911995,Europe
Switzerland,1994,23.6,29.5,33.4,25.9,1701003,772214,928789,Europe
Switzerland,1995,23.0,30.0,33.8,26.5,1741567,794818,946749,Europe
Switzerland,1996,22.5,30.6,34.4,27.0,1780438,813951,966486,Europe
Switzerland,1997,22.1,30.7,34.5,27.1,1792489,818840,973649,Europe
Switzerland,1998,21.9,30.4,34.2,26.9,1781056,813975,967080,Europe
Switzerland,1999,22.1,29.5,33.2,26.0,1738832,792540,946293,Europe
Switzerland,2000,22.6,28.0,31.7,24.6,1662220,754130,908090,Europe
Switzerland,2001,23.3,26.4,30.0,23.0,1581231,712625,868606,Europe
Switzerland,2002,24.0,25.0,28.5,21.7,1512234,676513,835721,Europe
Switzerland,2003,24.8,23.6,27.1,20.4,1443728,642411,801317,Europe
Switzerland,2004,25.4,22.4,25.8,19.2,1383123,611956,771167,Europe
Switzerland,2005,25.9,21.4,24.7,18.3,1332199,586325,745873,Europe
Switzerland,2006,25.9,20.6,23.8,17.5,1293483,567846,725638,Europe
Switzerland,2007,25.8,19.9,23.0,17.0,1267985,556057,711928,Europe
Switzerland,2008,25.2,19.6,22.6,16.8,1267596,556970,710626,Europe
Switzerland,2009,24.6,19.5,22.4,16.8,1281332,564917,716415,Europe
Switzerland,2010,23.9,19.6,22.3,17.0,1299129,575771,723358,Europe
Switzerland,2011,23.2,19.7,22.3,17.1,1320853,588594,732260,Europe
Switzerland,2012,22.5,19.8,22.3,17.4,1338689,600033,738656,Europe
Syria,1980,35.3,18.4,29.8,6.6,844639,149290,695349,Asia
Syria,1981,34.5,18.1,29.3,6.5,859269,152579,706690,Asia
Syria,1982,33.9,17.8,28.9,6.4,876688,155944,720743,Asia
Syria,1983,33.3,17.6,28.5,6.3,897321,159741,737579,Asia
Syria,1984,33.0,17.4,28.2,6.3,922470,164286,758183,Asia
Syria,1985,32.7,17.2,28.0,6.2,948028,168991,779037,Asia
Syria,1986,32.5,17.1,27.8,6.2,976831,174400,802431,Asia
Syria,1987,32.3,17.0,27.6,6.2,1007243,180124,827120,Asia
Syria,1988,32.0,16.9,27.5,6.1,1037950,186040,851911,Asia
Syria,1989,31.9,16.9,27.4,6.1,1075835,192898,882937,Asia
Syria,1990,31.7,16.9,27.4,6.1,1115567,200088,915479,Asia
Syria,1991,31.5,16.8,27.3,6.1,1157840,207772,950067,Asia
Syria,1992,31.1,16.8,27.2,6.1,1199949,214865,985084,Asia
Syria,1993,30.7,16.7,27.1,6.0,1243984,222152,1021831,Asia
Syria,1994,30.3,16.6,27.0,6.0,1288645,229399,1059247,Asia
Syria,1995,29.9,16.6,26.9,6.0,1335726,237397,1098329,Asia
Syria,1996,29.5,16.5,26.9,6.0,1386480,246751,1139729,Asia
Syria,1997,29.2,16.5,26.8,6.0,1439413,257162,1182251,Asia
Syria,1998,28.9,16.5,26.7,6.0,1492190,266722,1225467,Asia
Syria,1999,28.7,16.5,26.8,6.0,1547239,276226,1271013,Asia
Syria,2000,28.6,16.5,26.8,6.0,1601373,285426,1315947,Asia
Syria,2001,28.4,16.6,26.9,6.0,1651061,293840,1357221,Asia
Syria,2002,28.3,16.6,26.9,6.0,1695452,301031,1394422,Asia
Syria,2003,28.3,16.7,26.9,6.0,1743768,308723,1435045,Asia
Syria,2004,28.1,16.8,27.0,6.0,1802171,318025,1484146,Asia
Syria,2005,27.9,16.8,27.1,6.1,1876313,330014,1546300,Asia
Syria,2006,27.6,16.9,27.3,6.1,1971390,345911,1625480,Asia
Syria,2007,27.2,17.0,27.5,6.1,2084596,365371,1719225,Asia
Syria,2008,26.8,17.1,27.6,6.1,2202294,385675,1816619,Asia
Syria,2009,26.5,17.1,27.8,6.1,2302910,403002,1899908,Asia
Syria,2010,26.2,17.2,27.8,6.1,2374902,415527,1959375,Asia
Syria,2011,26.0,17.2,27.8,6.1,2413139,422706,1990433,Asia
Syria,2012,25.9,17.1,27.8,6.1,2421878,425114,1996764,Asia
Taiwan,1980,30.3,21.6,37.9,3.5,2592502,199321,2393181,Asia
Taiwan,1981,30.0,21.7,38.2,3.5,2677512,205681,2471831,Asia
Taiwan,1982,29.9,21.8,38.4,3.5,2751881,211730,2540151,Asia
Taiwan,1983,29.8,21.9,38.6,3.5,2825924,217863,2608061,Asia
Taiwan,1984,29.6,22.0,38.9,3.6,2902083,224416,2677667,Asia
Taiwan,1985,29.5,22.1,39.1,3.6,2979633,231163,2748470,Asia
Taiwan,1986,29.4,22.3,39.3,3.6,3057390,237995,2819395,Asia
Taiwan,1987,29.4,22.4,39.6,3.6,3132882,244793,2888089,Asia
Taiwan,1988,29.3,22.5,39.9,3.7,3207724,251595,2956129,Asia
Taiwan,1989,29.3,22.7,40.2,3.7,3283864,258142,3025722,Asia
Taiwan,1990,29.2,22.8,40.5,3.7,3362506,264391,3098115,Asia
Taiwan,1991,29.1,23.0,40.9,3.8,3436128,270856,3165273,Asia
Taiwan,1992,28.9,23.1,41.1,3.8,3523940,277829,3246111,Asia
Taiwan,1993,28.8,23.2,41.4,3.8,3600096,283941,3316156,Asia
Taiwan,1994,28.5,23.3,41.7,3.8,3676796,289774,3387022,Asia
Taiwan,1995,28.3,23.3,41.9,3.8,3750857,295367,3455490,Asia
Taiwan,1996,28.0,23.4,42.1,3.8,3821814,300413,3521402,Asia
Taiwan,1997,28.2,23.1,41.6,3.7,3831606,302995,3528611,Asia
Taiwan,1998,28.3,22.8,41.2,3.7,3841624,305417,3536207,Asia
Taiwan,1999,28.4,22.6,40.8,3.7,3847800,307305,3540495,Asia
Taiwan,2000,28.6,22.3,40.3,3.6,3842643,309013,3533630,Asia
Taiwan,2001,28.8,22.0,39.8,3.6,3852980,312622,3540358,Asia
Taiwan,2002,29.4,21.4,38.7,3.6,3817129,318357,3498772,Asia
Taiwan,2003,30.0,20.8,37.5,3.7,3750254,324905,3425349,Asia
Taiwan,2004,30.6,20.2,36.4,3.7,3682198,332557,3349641,Asia
Taiwan,2005,31.2,19.6,35.2,3.7,3612482,339910,3272572,Asia
Taiwan,2006,31.8,19.1,34.2,3.7,3549189,344554,3204635,Asia
Taiwan,2007,32.3,18.6,33.2,3.7,3492859,347391,3145468,Asia
Taiwan,2008,32.7,18.1,32.5,3.6,3448243,345901,3102342,Asia
Taiwan,2009,33.0,17.7,31.9,3.6,3413719,343940,3069779,Asia
Taiwan,2010,33.0,17.5,31.5,3.5,3404433,343593,3060840,Asia
Taiwan,2011,32.8,17.4,31.4,3.5,3410785,345699,3065086,Asia
Taiwan,2012,32.4,17.4,31.4,3.5,3428743,348838,3079905,Asia
Tajikistan,1980,31.0,18.0,33.5,3.2,401553,37070,364483,Asia
Tajikistan,1981,31.2,18.4,34.3,3.3,424637,39001,385635,Asia
Tajikistan,1982,31.5,18.9,35.2,3.4,449854,41116,408737,Asia
Tajikistan,1983,31.9,19.5,36.2,3.5,477269,43387,433883,Asia
Tajikistan,1984,32.3,20.0,37.2,3.5,506188,45748,460440,Asia
Tajikistan,1985,32.7,20.6,38.3,3.6,536088,48217,487871,Asia
Tajikistan,1986,33.2,21.2,39.3,3.7,567523,50862,516661,Asia
Tajikistan,1987,33.6,21.7,40.3,3.8,598588,53558,545029,Asia
Tajikistan,1988,34.1,22.2,41.3,3.9,631413,56419,574995,Asia
Tajikistan,1989,34.5,22.6,42.2,3.9,661100,58852,602249,Asia
Tajikistan,1990,34.7,23.0,42.8,4.0,686013,60708,625305,Asia
Tajikistan,1991,34.3,23.1,42.9,4.0,701303,61519,639783,Asia
Tajikistan,1992,32.6,22.5,41.8,3.8,694711,60189,634522,Asia
Tajikistan,1993,30.5,21.7,40.3,3.7,679693,58167,621526,Asia
Tajikistan,1994,27.7,20.7,38.3,3.5,656379,55570,600809,Asia
Tajikistan,1995,24.5,19.6,36.3,3.3,630611,52930,577681,Asia
Tajikistan,1996,21.1,18.5,34.3,3.1,604628,50440,554188,Asia
Tajikistan,1997,18.0,17.7,32.8,2.9,587493,47942,539551,Asia
Tajikistan,1998,15.2,17.0,31.6,2.7,575137,46424,528713,Asia
Tajikistan,1999,12.8,16.5,30.6,2.6,568889,45740,523149,Asia
Tajikistan,2000,10.9,16.1,29.9,2.6,569906,45764,524142,Asia
Tajikistan,2001,9.5,15.9,29.4,2.5,577885,46357,531528,Asia
Tajikistan,2002,8.6,15.7,29.1,2.5,591613,47424,544189,Asia
Tajikistan,2003,7.9,15.6,28.9,2.5,609559,48883,560676,Asia
Tajikistan,2004,7.4,15.5,28.7,2.5,629792,50557,579235,Asia
Tajikistan,2005,6.9,15.5,28.7,2.5,651289,52356,598933,Asia
Tajikistan,2006,6.3,15.5,28.6,2.5,672305,54150,618155,Asia
Tajikistan,2007,5.8,15.5,28.6,2.5,694724,56037,638686,Asia
Tajikistan,2008,5.3,15.5,28.7,2.5,717743,57970,659773,Asia
Tajikistan,2009,4.9,15.6,28.7,2.5,740692,59954,680738,Asia
Tajikistan,2010,4.5,15.6,28.8,2.5,763064,61867,701196,Asia
Tajikistan,2011,4.1,15.6,28.9,2.5,784496,63780,720716,Asia
Tajikistan,2012,3.8,15.7,28.9,2.5,805645,65669,739976,Asia
Tanzania,1980,10.3,11.6,21.9,1.9,1162570,97940,1064630,Africa
Tanzania,1981,10.3,11.6,21.9,1.9,1199257,100817,1098440,Africa
Tanzania,1982,10.3,11.6,21.8,1.9,1237670,103757,1133913,Africa
Tanzania,1983,10.4,11.6,21.8,1.9,1277639,106857,1170782,Africa
Tanzania,1984,10.4,11.6,21.8,1.9,1319137,110104,1209034,Africa
Tanzania,1985,10.4,11.6,21.8,1.9,1361310,113515,1247795,Africa
Tanzania,1986,10.4,11.6,21.8,1.9,1403595,117228,1286368,Africa
Tanzania,1987,10.2,11.6,21.7,1.9,1446499,121105,1325395,Africa
Tanzania,1988,10.1,11.6,21.7,1.9,1490364,125093,1365271,Africa
Tanzania,1989,9.9,11.6,21.6,1.9,1537706,129430,1408276,Africa
Tanzania,1990,9.6,11.5,21.6,1.9,1588123,134123,1454000,Africa
Tanzania,1991,9.4,11.5,21.5,1.9,1643552,139312,1504240,Africa
Tanzania,1992,9.2,11.5,21.5,1.9,1703584,145090,1558494,Africa
Tanzania,1993,9.1,11.5,21.5,1.9,1766143,151358,1614785,Africa
Tanzania,1994,9.0,11.5,21.5,2.0,1829334,157795,1671539,Africa
Tanzania,1995,8.9,11.5,21.5,2.0,1891272,164226,1727045,Africa
Tanzania,1996,8.8,11.6,21.5,2.0,1951449,170480,1780969,Africa
Tanzania,1997,8.9,11.4,21.2,1.9,1972747,165581,1807166,Africa
Tanzania,1998,9.0,11.2,20.9,1.8,1994960,160970,1833990,Africa
Tanzania,1999,9.0,11.1,20.7,1.7,2023538,158530,1865008,Africa
Tanzania,2000,9.0,11.0,20.5,1.7,2058905,157769,1901136,Africa
Tanzania,2001,8.9,10.9,20.4,1.6,2098619,157859,1940761,Africa
Tanzania,2002,8.8,10.8,20.3,1.6,2140603,158376,1982227,Africa
Tanzania,2003,8.7,10.7,20.1,1.5,2183632,158823,2024809,Africa
Tanzania,2004,8.5,10.6,20.0,1.5,2225456,158638,2066819,Africa
Tanzania,2005,8.4,10.5,19.8,1.5,2264998,157852,2107146,Africa
Tanzania,2006,8.3,10.3,19.5,1.4,2283983,151814,2132170,Africa
Tanzania,2007,8.2,10.1,19.1,1.3,2302282,146367,2155915,Africa
Tanzania,2008,8.1,9.9,18.8,1.2,2321445,142027,2179419,Africa
Tanzania,2009,8.1,9.7,18.4,1.1,2342575,138998,2203577,Africa
Tanzania,2010,8.0,9.5,18.1,1.1,2366848,137402,2229445,Africa
Tanzania,2011,7.9,9.4,17.8,1.1,2397628,139738,2257890,Africa
Tanzania,2012,7.8,9.3,17.5,1.1,2439218,143262,2295956,Africa
Thailand,1980,17.4,25.1,46.5,4.1,7217641,589998,6627643,Asia
Thailand,1981,17.1,25.1,46.4,4.1,7444219,612285,6831934,Asia
Thailand,1982,16.8,25.0,46.3,4.1,7677453,635638,7041816,Asia
Thailand,1983,16.5,25.0,46.2,4.1,7919565,660941,7258623,Asia
Thailand,1984,16.1,24.9,46.2,4.1,8174321,688871,7485449,Asia
Thailand,1985,15.8,24.9,46.2,4.2,8445905,719585,7726321,Asia
Thailand,1986,15.4,24.9,46.2,4.2,8734347,753879,7980468,Asia
Thailand,1987,15.0,24.9,46.3,4.3,9037179,791688,8245491,Asia
Thailand,1988,14.6,25.0,46.4,4.4,9342881,831258,8511624,Asia
Thailand,1989,14.2,25.0,46.5,4.3,9615813,849860,8765953,Asia
Thailand,1990,13.8,25.0,46.5,4.3,9860394,863053,8997341,Asia
Thailand,1991,13.4,25.0,46.7,4.2,10076990,870465,9206525,Asia
Thailand,1992,13.0,25.1,46.8,4.2,10268617,870836,9397781,Asia
Thailand,1993,12.7,25.1,46.9,4.1,10443847,865750,9578098,Asia
Thailand,1994,12.4,25.1,47.0,4.0,10598647,857842,9740805,Asia
Thailand,1995,12.1,25.1,47.0,3.9,10755519,850542,9904977,Asia
Thailand,1996,11.9,25.0,47.0,3.8,10907236,845620,10061615,Asia
Thailand,1997,12.0,24.3,46.1,3.5,10826059,789549,10036511,Asia
Thailand,1998,12.1,23.6,45.2,3.2,10752212,742522,10009691,Asia
Thailand,1999,12.3,23.0,44.3,2.9,10677515,703815,9973700,Asia
Thailand,2000,12.5,22.4,43.2,2.8,10566834,671005,9895829,Asia
Thailand,2001,12.7,21.7,42.1,2.6,10446435,650104,9796331,Asia
Thailand,2002,13.0,21.0,40.7,2.5,10246600,629463,9617137,Asia
Thailand,2003,13.3,20.3,39.4,2.4,10061158,613259,9447899,Asia
Thailand,2004,13.4,19.9,38.6,2.3,9993371,604313,9389059,Asia
Thailand,2005,13.5,19.6,38.0,2.3,9967910,597950,9369960,Asia
Thailand,2006,13.5,19.4,37.7,2.2,9995370,593809,9401562,Asia
Thailand,2007,13.4,19.3,37.5,2.2,10060559,592708,9467851,Asia
Thailand,2008,13.2,19.4,37.6,2.2,10185335,602532,9582802,Asia
Thailand,2009,13.0,19.4,37.7,2.2,10320763,614714,9706049,Asia
Thailand,2010,12.8,19.5,37.8,2.3,10462808,627726,9835082,Asia
Thailand,2011,12.7,19.6,37.9,2.3,10593538,642955,9950583,Asia
Thailand,2012,12.5,19.7,38.1,2.4,10739255,663657,10075599,Asia
Timor,1980,1.4,31.2,58.2,3.9,108929,6778,102151,
Timor,1981,1.5,31.2,58.4,3.9,109486,6821,102664,
Timor,1982,1.5,31.3,58.7,3.9,111984,7005,104979,
Timor,1983,1.6,31.5,59.0,4.0,115858,7282,108577,
Timor,1984,1.6,31.6,59.2,4.0,120251,7584,112667,
Timor,1985,1.6,31.7,59.2,4.0,124493,7869,116624,
Timor,1986,1.7,31.7,59.0,4.0,128289,8123,120166,
Timor,1987,1.7,31.7,58.7,4.1,131825,8351,123474,
Timor,1988,1.8,31.6,58.3,4.1,135400,8572,126828,
Timor,1989,1.8,31.7,58.2,4.1,139492,8804,130687,
Timor,1990,1.9,31.9,58.4,4.1,144322,9064,135258,
Timor,1991,1.9,32.2,59.0,4.1,150324,9378,140945,
Timor,1992,2.0,32.6,59.8,4.1,157102,9738,147365,
Timor,1993,2.0,33.1,60.7,4.2,163304,10072,153232,
Timor,1994,2.0,33.4,61.3,4.2,166973,10293,156680,
Timor,1995,2.1,33.5,61.4,4.2,167030,10348,156683,
Timor,1996,2.1,33.3,61.1,4.3,162728,10217,152510,
Timor,1997,2.2,32.9,60.4,4.2,155044,9756,145287,
Timor,1998,2.2,32.4,59.3,4.2,145820,9296,136523,
Timor,1999,2.1,31.8,58.1,4.2,138096,8928,129168,
Timor,2000,2.1,31.3,57.2,4.2,134280,8760,125520,
Timor,2001,1.9,31.1,56.8,4.1,135203,8813,126391,
Timor,2002,1.8,31.0,56.7,4.1,140048,9062,130986,
Timor,2003,1.6,31.0,56.8,4.1,147235,9425,137810,
Timor,2004,1.5,31.0,56.9,4.0,154451,9784,144668,
Timor,2005,1.4,30.9,56.8,4.0,159982,10051,149932,
Timor,2006,1.4,30.7,56.6,3.9,163384,10208,153177,
Timor,2007,1.3,30.5,56.3,3.9,165353,10282,155072,
Timor,2008,1.3,30.3,56.0,3.8,166547,10293,156254,
Timor,2009,1.4,30.1,55.8,3.7,168047,10281,157766,
Timor,2010,1.4,30.1,55.9,3.6,171292,10183,161109,
Timor,2011,1.4,30.0,55.9,3.6,174945,10232,164714,
Timor,2012,1.4,30.0,55.8,3.5,179232,10317,168915,
Togo,1980,37.2,7.1,13.0,1.5,103864,11286,92578,Africa
